invoice_id,order_id,customer_id,customer_name,invoice_amount,expected_payment,invoice_date,payment_status,reference_id
INV1040,ORD1040,CUST_041,Customer 041,39800.0,39800.0,2026-08-16,PAID,pay_1040
INV1041,ORD1041,CUST_042,Customer 042,22700.0,22700.0,2026-08-17,PAID,pay_1041
INV1042,ORD1042,CUST_043,Customer 043,49300.0,49300.0,2026-08-18,PAID,pay_1042
INV1043,ORD1043,CUST_044,Customer 044,26400.0,26400.0,2026-08-19,PAID,pay_1043
INV1044,ORD1044,CUST_045,Customer 045,43500.0,43500.0,2026-08-20,PAID,pay_1044
INV1045,ORD1045,CUST_046,Customer 046,8300.0,8300.0,2026-08-21,PAID,pay_1045
INV1046,ORD1046,CUST_047,Customer 047,28100.0,28100.0,2026-08-22,PAID,pay_1046
INV1047,ORD1047,CUST_048,Customer 048,31100.0,31100.0,2026-08-23,PAID,pay_1047
INV1048,ORD1048,CUST_049,Customer 049,6200.0,6200.0,2026-08-24,PAID,pay_1048
INV1049,ORD1049,CUST_050,Customer 050,12700.0,12700.0,2026-08-25,PAID,pay_1049
INV1050,ORD1050,CUST_001,Customer 001,4800.0,4800.0,2026-08-01,PAID,pay_1050
INV1051,ORD1051,CUST_002,Customer 002,39400.0,39400.0,2026-08-02,PAID,pay_1051
INV1052,ORD1052,CUST_003,Customer 003,7000.0,7000.0,2026-08-03,PAID,pay_1052
INV1053,ORD1053,CUST_004,Customer 004,14000.0,14000.0,2026-08-04,PAID,pay_1053
INV1054,ORD1054,CUST_005,Customer 005,49800.0,49800.0,2026-08-05,PAID,pay_1054
INV1055,ORD1055,CUST_006,Customer 006,37000.0,37000.0,2026-08-06,PAID,pay_1055
INV1056,ORD1056,CUST_007,Customer 007,22900.0,22900.0,2026-08-07,PAID,pay_1056
INV1057,ORD1057,CUST_008,Customer 008,13100.0,13100.0,2026-08-08,PENDING_RECONCILIATION,pay_1057
INV1058,ORD1058,CUST_009,Customer 009,30600.0,30600.0,2026-08-09,PENDING_RECONCILIATION,pay_1058
INV1059,ORD1059,CUST_010,Customer 010,4100.0,4100.0,2026-08-10,PENDING_RECONCILIATION,pay_1059
INV1060,ORD1060,CUST_011,Customer 011,44500.0,44500.0,2026-08-11,PENDING_RECONCILIATION,pay_1060
INV1061,ORD1061,CUST_012,Customer 012,34700.0,34700.0,2026-08-12,PENDING_RECONCILIATION,pay_1061
INV1062,ORD1062,CUST_013,Customer 013,12900.0,12900.0,2026-08-13,PENDING_RECONCILIATION,pay_1062
INV1063,ORD1063,CUST_014,Customer 014,5300.0,5300.0,2026-08-14,PENDING_RECONCILIATION,pay_1063
INV1064,ORD1064,CUST_015,Customer 015,22100.0,22100.0,2026-08-15,PENDING_RECONCILIATION,pay_1064
INV1065,ORD1065,CUST_016,Customer 016,3600.0,3600.0,2026-08-16,PENDING_RECONCILIATION,pay_1065
INV1066,ORD1066,CUST_017,Customer 017,13200.0,13200.0,2026-08-17,PENDING_RECONCILIATION,pay_1066
INV1067,ORD1067,CUST_018,Customer 018,22100.0,22100.0,2026-08-18,AWAITING_BANK_CREDIT,pay_1067
INV1068,ORD1068,CUST_019,Customer 019,13200.0,13200.0,2026-08-19,AWAITING_BANK_CREDIT,pay_1068
INV1069,ORD1069,CUST_020,Customer 020,3000.0,3000.0,2026-08-20,AWAITING_BANK_CREDIT,pay_1069
INV1070,ORD1070,CUST_021,Customer 021,5200.0,5200.0,2026-08-21,AWAITING_BANK_CREDIT,pay_1070
INV1071,ORD1071,CUST_022,Customer 022,25300.0,25300.0,2026-08-22,AWAITING_BANK_CREDIT,pay_1071
INV1072,ORD1072,CUST_023,Customer 023,46700.0,46700.0,2026-08-23,AWAITING_BANK_CREDIT,pay_1072
INV1073,ORD1073,CUST_024,Customer 024,600.0,600.0,2026-08-24,AWAITING_BANK_CREDIT,pay_1073
INV1074,ORD1074,CUST_025,Customer 025,15100.0,15100.0,2026-08-25,AWAITING_BANK_CREDIT,pay_1074
INV1075,ORD1075,CUST_026,Customer 026,8400.0,8400.0,2026-08-01,MANUAL_BANK_TRANSFER,NEFT_1075
INV1076,ORD1076,CUST_027,Customer 027,11600.0,11600.0,2026-08-02,MANUAL_BANK_TRANSFER,NEFT_1076
INV1077,ORD1077,CUST_028,Customer 028,38100.0,38100.0,2026-08-03,MANUAL_BANK_TRANSFER,NEFT_1077
INV1078,ORD1078,CUST_029,Customer 029,38700.0,38700.0,2026-08-04,MANUAL_BANK_TRANSFER,NEFT_1078
INV1079,ORD1079,CUST_030,Customer 030,3000.0,3000.0,2026-08-05,MANUAL_BANK_TRANSFER,NEFT_1079
INV1080,ORD1080,CUST_031,Customer 031,47500.0,47500.0,2026-08-06,PAID,pay_1080
INV1081,ORD1081,CUST_032,Customer 032,3400.0,3400.0,2026-08-07,PAID,pay_1081
INV1082,ORD1082,CUST_033,Customer 033,44000.0,44000.0,2026-08-08,PAID,pay_1082
INV1083,ORD1083,CUST_034,Customer 034,30900.0,30900.0,2026-08-09,PAID,pay_1083
INV1084,ORD1084,CUST_035,Customer 035,44600.0,44600.0,2026-08-10,PAID,pay_1084
INV1085,ORD1085,CUST_036,Customer 036,6600.0,6600.0,2026-08-11,PAID,pay_1085
INV1086,ORD1086,CUST_037,Customer 037,32200.0,32200.0,2026-08-12,PAID,pay_1086
INV1087,ORD1087,CUST_038,Customer 038,48300.0,48300.0,2026-08-13,PAID,pay_1087
INV1088,ORD1088,CUST_039,Customer 039,12700.0,12700.0,2026-08-14,PAID,pay_1088
INV1089,ORD1089,CUST_040,Customer 040,34800.0,34800.0,2026-08-15,PAID,pay_1089
INV1090,ORD1090,CUST_041,Customer 041,48000.0,48000.0,2026-08-16,PAID,pay_1090
INV1091,ORD1091,CUST_042,Customer 042,32300.0,32300.0,2026-08-17,PAID,pay_1091
INV1092,ORD1092,CUST_043,Customer 043,26400.0,26400.0,2026-08-18,PAID,pay_1092
INV1093,ORD1093,CUST_044,Customer 044,45600.0,45600.0,2026-08-19,PAID,pay_1093
INV1094,ORD1094,CUST_045,Customer 045,19400.0,19400.0,2026-08-20,PAID,pay_1094
INV1095,ORD1095,CUST_046,Customer 046,43100.0,43100.0,2026-08-21,PARTIALLY_PAID,pay_1095
INV1096,ORD1096,CUST_047,Customer 047,31800.0,31800.0,2026-08-22,PARTIALLY_PAID,pay_1096
INV1097,ORD1097,CUST_048,Customer 048,48200.0,48200.0,2026-08-23,PARTIALLY_PAID,pay_1097
INV1098,ORD1098,CUST_049,Customer 049,14000.0,14000.0,2026-08-24,PARTIALLY_PAID,pay_1098
INV1099,ORD1099,CUST_050,Customer 050,38500.0,38500.0,2026-08-25,UNPAID,pay_1099
INV1100,ORD1100,CUST_001,Customer 001,14900.0,14900.0,2026-08-01,UNPAID,pay_1100
INV1101,ORD1101,CUST_002,Customer 002,10900.0,10900.0,2026-08-02,UNPAID,pay_1101
