scenario_id,scenario_type,payment_id,gateway_transaction_id,bank_transaction_id,erp_invoice_id,order_id,customer_id,ground_truth_status,expected_action,anomaly_flag,description
SCN_5014,EXACT_MATCH,HO_pay_5014,HO_GW5014,HO_BNK5014,HO_INV5014,HO_ORD5014,CUST_015,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5015,EXACT_MATCH,HO_pay_5015,HO_GW5015,HO_BNK5015,HO_INV5015,HO_ORD5015,CUST_016,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5016,EXACT_MATCH,HO_pay_5016,HO_GW5016,HO_BNK5016,HO_INV5016,HO_ORD5016,CUST_017,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5017,EXACT_MATCH,HO_pay_5017,HO_GW5017,HO_BNK5017,HO_INV5017,HO_ORD5017,CUST_018,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5018,EXACT_MATCH,HO_pay_5018,HO_GW5018,HO_BNK5018,HO_INV5018,HO_ORD5018,CUST_019,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5019,EXACT_MATCH,HO_pay_5019,HO_GW5019,HO_BNK5019,HO_INV5019,HO_ORD5019,CUST_020,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5020,EXACT_MATCH,HO_pay_5020,HO_GW5020,HO_BNK5020,HO_INV5020,HO_ORD5020,CUST_021,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5021,EXACT_MATCH,HO_pay_5021,HO_GW5021,HO_BNK5021,HO_INV5021,HO_ORD5021,CUST_022,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5022,EXACT_MATCH,HO_pay_5022,HO_GW5022,HO_BNK5022,HO_INV5022,HO_ORD5022,CUST_023,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5023,EXACT_MATCH,HO_pay_5023,HO_GW5023,HO_BNK5023,HO_INV5023,HO_ORD5023,CUST_024,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5024,EXACT_MATCH,HO_pay_5024,HO_GW5024,HO_BNK5024,HO_INV5024,HO_ORD5024,CUST_025,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5025,EXACT_MATCH,HO_pay_5025,HO_GW5025,HO_BNK5025,HO_INV5025,HO_ORD5025,CUST_026,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5026,EXACT_MATCH,HO_pay_5026,HO_GW5026,HO_BNK5026,HO_INV5026,HO_ORD5026,CUST_027,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5027,EXACT_MATCH,HO_pay_5027,HO_GW5027,HO_BNK5027,HO_INV5027,HO_ORD5027,CUST_028,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5028,EXACT_MATCH,HO_pay_5028,HO_GW5028,HO_BNK5028,HO_INV5028,HO_ORD5028,CUST_029,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5029,EXACT_MATCH,HO_pay_5029,HO_GW5029,HO_BNK5029,HO_INV5029,HO_ORD5029,CUST_030,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5030,EXACT_MATCH,HO_pay_5030,HO_GW5030,HO_BNK5030,HO_INV5030,HO_ORD5030,CUST_031,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5031,EXACT_MATCH,HO_pay_5031,HO_GW5031,HO_BNK5031,HO_INV5031,HO_ORD5031,CUST_032,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5032,EXACT_MATCH,HO_pay_5032,HO_GW5032,HO_BNK5032,HO_INV5032,HO_ORD5032,CUST_033,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5033,EXACT_MATCH,HO_pay_5033,HO_GW5033,HO_BNK5033,HO_INV5033,HO_ORD5033,CUST_034,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5034,EXACT_MATCH,HO_pay_5034,HO_GW5034,HO_BNK5034,HO_INV5034,HO_ORD5034,CUST_035,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5035,EXACT_MATCH,HO_pay_5035,HO_GW5035,HO_BNK5035,HO_INV5035,HO_ORD5035,CUST_036,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5036,EXACT_MATCH,HO_pay_5036,HO_GW5036,HO_BNK5036,HO_INV5036,HO_ORD5036,CUST_037,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5037,EXACT_MATCH,HO_pay_5037,HO_GW5037,HO_BNK5037,HO_INV5037,HO_ORD5037,CUST_038,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5038,EXACT_MATCH,HO_pay_5038,HO_GW5038,HO_BNK5038,HO_INV5038,HO_ORD5038,CUST_039,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5039,EXACT_MATCH,HO_pay_5039,HO_GW5039,HO_BNK5039,HO_INV5039,HO_ORD5039,CUST_040,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5040,EXACT_MATCH,HO_pay_5040,HO_GW5040,HO_BNK5040,HO_INV5040,HO_ORD5040,CUST_041,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5041,EXACT_MATCH,HO_pay_5041,HO_GW5041,HO_BNK5041,HO_INV5041,HO_ORD5041,CUST_042,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5042,EXACT_MATCH,HO_pay_5042,HO_GW5042,HO_BNK5042,HO_INV5042,HO_ORD5042,CUST_043,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5043,EXACT_MATCH,HO_pay_5043,HO_GW5043,HO_BNK5043,HO_INV5043,HO_ORD5043,CUST_044,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5044,EXACT_MATCH,HO_pay_5044,HO_GW5044,HO_BNK5044,HO_INV5044,HO_ORD5044,CUST_045,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5045,EXACT_MATCH,HO_pay_5045,HO_GW5045,HO_BNK5045,HO_INV5045,HO_ORD5045,CUST_046,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5046,EXACT_MATCH,HO_pay_5046,HO_GW5046,HO_BNK5046,HO_INV5046,HO_ORD5046,CUST_047,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5047,EXACT_MATCH,HO_pay_5047,HO_GW5047,HO_BNK5047,HO_INV5047,HO_ORD5047,CUST_048,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5048,EXACT_MATCH,HO_pay_5048,HO_GW5048,HO_BNK5048,HO_INV5048,HO_ORD5048,CUST_049,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5049,EXACT_MATCH,HO_pay_5049,HO_GW5049,HO_BNK5049,HO_INV5049,HO_ORD5049,CUST_050,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5050,EXACT_MATCH,HO_pay_5050,HO_GW5050,HO_BNK5050,HO_INV5050,HO_ORD5050,CUST_001,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5051,EXACT_MATCH,HO_pay_5051,HO_GW5051,HO_BNK5051,HO_INV5051,HO_ORD5051,CUST_002,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5052,EXACT_MATCH,HO_pay_5052,HO_GW5052,HO_BNK5052,HO_INV5052,HO_ORD5052,CUST_003,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5053,EXACT_MATCH,HO_pay_5053,HO_GW5053,HO_BNK5053,HO_INV5053,HO_ORD5053,CUST_004,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5054,EXACT_MATCH,HO_pay_5054,HO_GW5054,HO_BNK5054,HO_INV5054,HO_ORD5054,CUST_005,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5055,EXACT_MATCH,HO_pay_5055,HO_GW5055,HO_BNK5055,HO_INV5055,HO_ORD5055,CUST_006,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5056,EXACT_MATCH,HO_pay_5056,HO_GW5056,HO_BNK5056,HO_INV5056,HO_ORD5056,CUST_007,MATCHED,AUTO_RECONCILE,False,All three sources match within tolerance.
SCN_5057,AMOUNT_MISMATCH,HO_pay_5057,HO_GW5057,HO_BNK5057,HO_INV5057,HO_ORD5057,CUST_008,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹45200.0 differs from Bank credit ₹45250.0.
SCN_5058,AMOUNT_MISMATCH,HO_pay_5058,HO_GW5058,HO_BNK5058,HO_INV5058,HO_ORD5058,CUST_009,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹38200.0 differs from Bank credit ₹38250.0.
SCN_5059,AMOUNT_MISMATCH,HO_pay_5059,HO_GW5059,HO_BNK5059,HO_INV5059,HO_ORD5059,CUST_010,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹23200.0 differs from Bank credit ₹23700.0.
SCN_5060,AMOUNT_MISMATCH,HO_pay_5060,HO_GW5060,HO_BNK5060,HO_INV5060,HO_ORD5060,CUST_011,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹6700.0 differs from Bank credit ₹6750.0.
SCN_5061,AMOUNT_MISMATCH,HO_pay_5061,HO_GW5061,HO_BNK5061,HO_INV5061,HO_ORD5061,CUST_012,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹3400.0 differs from Bank credit ₹3425.5.
SCN_5062,AMOUNT_MISMATCH,HO_pay_5062,HO_GW5062,HO_BNK5062,HO_INV5062,HO_ORD5062,CUST_013,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹40100.0 differs from Bank credit ₹40150.0.
SCN_5063,AMOUNT_MISMATCH,HO_pay_5063,HO_GW5063,HO_BNK5063,HO_INV5063,HO_ORD5063,CUST_014,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹39600.0 differs from Bank credit ₹40100.0.
SCN_5064,AMOUNT_MISMATCH,HO_pay_5064,HO_GW5064,HO_BNK5064,HO_INV5064,HO_ORD5064,CUST_015,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹36900.0 differs from Bank credit ₹36800.0.
SCN_5065,AMOUNT_MISMATCH,HO_pay_5065,HO_GW5065,HO_BNK5065,HO_INV5065,HO_ORD5065,CUST_016,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹8900.0 differs from Bank credit ₹8925.5.
SCN_5066,AMOUNT_MISMATCH,HO_pay_5066,HO_GW5066,HO_BNK5066,HO_INV5066,HO_ORD5066,CUST_017,AMOUNT_MISMATCH,HUMAN_REVIEW,True,Gateway amount ₹35300.0 differs from Bank credit ₹35200.0.
SCN_5067,MISSING_BANK_TRANSACTION,HO_pay_5067,HO_GW5067,NONE,HO_INV5067,HO_ORD5067,CUST_018,MISSING_BANK_TRANSACTION,HUMAN_REVIEW,False,"Payment captured on Gateway and recorded in ERP, but missing from Bank statement."
SCN_5068,MISSING_BANK_TRANSACTION,HO_pay_5068,HO_GW5068,NONE,HO_INV5068,HO_ORD5068,CUST_019,MISSING_BANK_TRANSACTION,HUMAN_REVIEW,False,"Payment captured on Gateway and recorded in ERP, but missing from Bank statement."
SCN_5069,MISSING_BANK_TRANSACTION,HO_pay_5069,HO_GW5069,NONE,HO_INV5069,HO_ORD5069,CUST_020,MISSING_BANK_TRANSACTION,HUMAN_REVIEW,False,"Payment captured on Gateway and recorded in ERP, but missing from Bank statement."
SCN_5070,MISSING_BANK_TRANSACTION,HO_pay_5070,HO_GW5070,NONE,HO_INV5070,HO_ORD5070,CUST_021,MISSING_BANK_TRANSACTION,HUMAN_REVIEW,False,"Payment captured on Gateway and recorded in ERP, but missing from Bank statement."
SCN_5071,MISSING_BANK_TRANSACTION,HO_pay_5071,HO_GW5071,NONE,HO_INV5071,HO_ORD5071,CUST_022,MISSING_BANK_TRANSACTION,HUMAN_REVIEW,False,"Payment captured on Gateway and recorded in ERP, but missing from Bank statement."
SCN_5072,MISSING_BANK_TRANSACTION,HO_pay_5072,HO_GW5072,NONE,HO_INV5072,HO_ORD5072,CUST_023,MISSING_BANK_TRANSACTION,HUMAN_REVIEW,False,"Payment captured on Gateway and recorded in ERP, but missing from Bank statement."
SCN_5073,MISSING_BANK_TRANSACTION,HO_pay_5073,HO_GW5073,NONE,HO_INV5073,HO_ORD5073,CUST_024,MISSING_BANK_TRANSACTION,HUMAN_REVIEW,False,"Payment captured on Gateway and recorded in ERP, but missing from Bank statement."
SCN_5074,MISSING_BANK_TRANSACTION,HO_pay_5074,HO_GW5074,NONE,HO_INV5074,HO_ORD5074,CUST_025,MISSING_BANK_TRANSACTION,HUMAN_REVIEW,False,"Payment captured on Gateway and recorded in ERP, but missing from Bank statement."
SCN_5075,MISSING_GATEWAY_TRANSACTION,HO_pay_5075,NONE,HO_BNK5075,HO_INV5075,HO_ORD5075,CUST_026,UNEXPECTED_BANK_TRANSACTION,AI_REVIEW,False,Direct bank transfer present in Bank and ERP without Gateway transaction.
SCN_5076,MISSING_GATEWAY_TRANSACTION,HO_pay_5076,NONE,HO_BNK5076,HO_INV5076,HO_ORD5076,CUST_027,UNEXPECTED_BANK_TRANSACTION,AI_REVIEW,False,Direct bank transfer present in Bank and ERP without Gateway transaction.
SCN_5077,MISSING_GATEWAY_TRANSACTION,HO_pay_5077,NONE,HO_BNK5077,HO_INV5077,HO_ORD5077,CUST_028,UNEXPECTED_BANK_TRANSACTION,AI_REVIEW,False,Direct bank transfer present in Bank and ERP without Gateway transaction.
SCN_5078,MISSING_GATEWAY_TRANSACTION,HO_pay_5078,NONE,HO_BNK5078,HO_INV5078,HO_ORD5078,CUST_029,UNEXPECTED_BANK_TRANSACTION,AI_REVIEW,False,Direct bank transfer present in Bank and ERP without Gateway transaction.
SCN_5079,MISSING_GATEWAY_TRANSACTION,HO_pay_5079,NONE,HO_BNK5079,HO_INV5079,HO_ORD5079,CUST_030,UNEXPECTED_BANK_TRANSACTION,AI_REVIEW,False,Direct bank transfer present in Bank and ERP without Gateway transaction.
SCN_5080,DUPLICATE_TRANSACTION,HO_pay_5080,HO_GW5080,HO_BNK5080,HO_INV5080,HO_ORD5080,CUST_031,DUPLICATE_TRANSACTION,HUMAN_REVIEW,True,Duplicate gateway transaction detected for the same order reference.
SCN_5081,DUPLICATE_TRANSACTION,HO_pay_5081,HO_GW5081,HO_BNK5081,HO_INV5081,HO_ORD5081,CUST_032,DUPLICATE_TRANSACTION,HUMAN_REVIEW,True,Duplicate gateway transaction detected for the same order reference.
SCN_5082,DUPLICATE_TRANSACTION,HO_pay_5082,HO_GW5082,HO_BNK5082,HO_INV5082,HO_ORD5082,CUST_033,DUPLICATE_TRANSACTION,HUMAN_REVIEW,True,Duplicate gateway transaction detected for the same order reference.
SCN_5083,DUPLICATE_TRANSACTION,HO_pay_5083,HO_GW5083,HO_BNK5083,HO_INV5083,HO_ORD5083,CUST_034,DUPLICATE_TRANSACTION,HUMAN_REVIEW,True,Duplicate gateway transaction detected for the same order reference.
SCN_5084,DUPLICATE_TRANSACTION,HO_pay_5084,HO_GW5084,HO_BNK5084,HO_INV5084,HO_ORD5084,CUST_035,DUPLICATE_TRANSACTION,HUMAN_REVIEW,True,Duplicate gateway transaction detected for the same order reference.
SCN_5085,DATE_MISMATCH,HO_pay_5085,HO_GW5085,HO_BNK5085,HO_INV5085,HO_ORD5085,CUST_036,DATE_MISMATCH,AI_REVIEW,False,Date gap between gateway capture and bank value date exceeds 3-day tolerance.
SCN_5086,DATE_MISMATCH,HO_pay_5086,HO_GW5086,HO_BNK5086,HO_INV5086,HO_ORD5086,CUST_037,DATE_MISMATCH,AI_REVIEW,False,Date gap between gateway capture and bank value date exceeds 3-day tolerance.
SCN_5087,DATE_MISMATCH,HO_pay_5087,HO_GW5087,HO_BNK5087,HO_INV5087,HO_ORD5087,CUST_038,DATE_MISMATCH,AI_REVIEW,False,Date gap between gateway capture and bank value date exceeds 3-day tolerance.
SCN_5088,DATE_MISMATCH,HO_pay_5088,HO_GW5088,HO_BNK5088,HO_INV5088,HO_ORD5088,CUST_039,DATE_MISMATCH,AI_REVIEW,False,Date gap between gateway capture and bank value date exceeds 3-day tolerance.
SCN_5089,DATE_MISMATCH,HO_pay_5089,HO_GW5089,HO_BNK5089,HO_INV5089,HO_ORD5089,CUST_040,DATE_MISMATCH,AI_REVIEW,False,Date gap between gateway capture and bank value date exceeds 3-day tolerance.
SCN_5090,REFERENCE_MISMATCH,HO_pay_5090,HO_GW5090,HO_BNK5090,HO_INV5090,HO_ORD5090,CUST_041,REFERENCE_MISMATCH,AI_REVIEW,False,Bank reference 'HO_pay_509A' slightly mutated from gateway reference 'HO_pay_5090'.
SCN_5091,REFERENCE_MISMATCH,HO_pay_5091,HO_GW5091,HO_BNK5091,HO_INV5091,HO_ORD5091,CUST_042,REFERENCE_MISMATCH,AI_REVIEW,False,Bank reference 'HO_pay_509A' slightly mutated from gateway reference 'HO_pay_5091'.
SCN_5092,REFERENCE_MISMATCH,HO_pay_5092,HO_GW5092,HO_BNK5092,HO_INV5092,HO_ORD5092,CUST_043,REFERENCE_MISMATCH,AI_REVIEW,False,Bank reference 'HO_pay_509A' slightly mutated from gateway reference 'HO_pay_5092'.
SCN_5093,REFERENCE_MISMATCH,HO_pay_5093,HO_GW5093,HO_BNK5093,HO_INV5093,HO_ORD5093,CUST_044,REFERENCE_MISMATCH,AI_REVIEW,False,Bank reference 'HO_pay_509A' slightly mutated from gateway reference 'HO_pay_5093'.
SCN_5094,REFERENCE_MISMATCH,HO_pay_5094,HO_GW5094,HO_BNK5094,HO_INV5094,HO_ORD5094,CUST_045,REFERENCE_MISMATCH,AI_REVIEW,False,Bank reference 'HO_pay_509A' slightly mutated from gateway reference 'HO_pay_5094'.
SCN_5095,PARTIAL_PAYMENT,HO_pay_5095,HO_GW5095,HO_BNK5095,HO_INV5095,HO_ORD5095,CUST_046,PARTIAL_PAYMENT,HUMAN_REVIEW,False,Received amount ₹27120.0 is less than invoice expected amount ₹45200.0.
SCN_5096,PARTIAL_PAYMENT,HO_pay_5096,HO_GW5096,HO_BNK5096,HO_INV5096,HO_ORD5096,CUST_047,PARTIAL_PAYMENT,HUMAN_REVIEW,False,Received amount ₹3060.0 is less than invoice expected amount ₹5100.0.
SCN_5097,PARTIAL_PAYMENT,HO_pay_5097,HO_GW5097,HO_BNK5097,HO_INV5097,HO_ORD5097,CUST_048,PARTIAL_PAYMENT,HUMAN_REVIEW,False,Received amount ₹10380.0 is less than invoice expected amount ₹17300.0.
SCN_5098,PARTIAL_PAYMENT,HO_pay_5098,HO_GW5098,HO_BNK5098,HO_INV5098,HO_ORD5098,CUST_049,PARTIAL_PAYMENT,HUMAN_REVIEW,False,Received amount ₹17760.0 is less than invoice expected amount ₹29600.0.
SCN_5099,FAILED_PAYMENT,HO_pay_5099,HO_GW5099,NONE,HO_INV5099,HO_ORD5099,CUST_050,FAILED_PAYMENT,AUTO_RECONCILE,False,Payment failed at gateway; no bank settlement expected.
SCN_5100,FAILED_PAYMENT,HO_pay_5100,HO_GW5100,NONE,HO_INV5100,HO_ORD5100,CUST_001,FAILED_PAYMENT,AUTO_RECONCILE,False,Payment failed at gateway; no bank settlement expected.
SCN_5101,FAILED_PAYMENT,HO_pay_5101,HO_GW5101,NONE,HO_INV5101,HO_ORD5101,CUST_002,FAILED_PAYMENT,AUTO_RECONCILE,False,Payment failed at gateway; no bank settlement expected.
