gateway_transaction_id,payment_id,order_id,customer_id,amount,currency,payment_method,status,transaction_date,captured_at,fee,tax,net_amount
HO_GW5019,HO_pay_5019,HO_ORD5019,CUST_020,8000.0,INR,NET_BANKING,captured,2026-08-20 13:30:00,2026-08-20 13:30:00,160.0,28.8,7811.2
HO_GW5020,HO_pay_5020,HO_ORD5020,CUST_021,44500.0,INR,UPI,captured,2026-08-21 17:57:00,2026-08-21 17:57:00,890.0,160.2,43449.8
HO_GW5021,HO_pay_5021,HO_ORD5021,CUST_022,41700.0,INR,UPI,captured,2026-08-22 10:26:00,2026-08-22 10:26:00,834.0,150.12,40715.88
HO_GW5022,HO_pay_5022,HO_ORD5022,CUST_023,39900.0,INR,UPI,captured,2026-08-23 16:36:00,2026-08-23 16:36:00,798.0,143.64,38958.36
HO_GW5023,HO_pay_5023,HO_ORD5023,CUST_024,44300.0,INR,DEBIT_CARD,captured,2026-08-24 10:17:00,2026-08-24 10:17:00,886.0,159.48,43254.52
HO_GW5024,HO_pay_5024,HO_ORD5024,CUST_025,27300.0,INR,DEBIT_CARD,captured,2026-08-25 14:55:00,2026-08-25 14:55:00,546.0,98.28,26655.72
HO_GW5025,HO_pay_5025,HO_ORD5025,CUST_026,3100.0,INR,UPI,captured,2026-08-01 17:02:00,2026-08-01 17:02:00,62.0,11.16,3026.84
HO_GW5026,HO_pay_5026,HO_ORD5026,CUST_027,23900.0,INR,UPI,captured,2026-08-02 11:41:00,2026-08-02 11:41:00,478.0,86.04,23335.96
HO_GW5027,HO_pay_5027,HO_ORD5027,CUST_028,13300.0,INR,UPI,captured,2026-08-03 11:57:00,2026-08-03 11:57:00,266.0,47.88,12986.12
HO_GW5028,HO_pay_5028,HO_ORD5028,CUST_029,29200.0,INR,CREDIT_CARD,captured,2026-08-04 17:20:00,2026-08-04 17:20:00,584.0,105.12,28510.88
HO_GW5029,HO_pay_5029,HO_ORD5029,CUST_030,22700.0,INR,DEBIT_CARD,captured,2026-08-05 16:10:00,2026-08-05 16:10:00,454.0,81.72,22164.28
HO_GW5030,HO_pay_5030,HO_ORD5030,CUST_031,28000.0,INR,NET_BANKING,captured,2026-08-06 10:32:00,2026-08-06 10:32:00,560.0,100.8,27339.2
HO_GW5031,HO_pay_5031,HO_ORD5031,CUST_032,31900.0,INR,NET_BANKING,captured,2026-08-07 18:06:00,2026-08-07 18:06:00,638.0,114.84,31147.16
HO_GW5032,HO_pay_5032,HO_ORD5032,CUST_033,49300.0,INR,CREDIT_CARD,captured,2026-08-08 17:03:00,2026-08-08 17:03:00,986.0,177.48,48136.52
HO_GW5033,HO_pay_5033,HO_ORD5033,CUST_034,44300.0,INR,NET_BANKING,captured,2026-08-09 17:37:00,2026-08-09 17:37:00,886.0,159.48,43254.52
HO_GW5034,HO_pay_5034,HO_ORD5034,CUST_035,50000.0,INR,UPI,captured,2026-08-10 13:22:00,2026-08-10 13:22:00,1000.0,180.0,48820.0
HO_GW5035,HO_pay_5035,HO_ORD5035,CUST_036,29300.0,INR,UPI,captured,2026-08-11 17:33:00,2026-08-11 17:33:00,586.0,105.48,28608.52
HO_GW5036,HO_pay_5036,HO_ORD5036,CUST_037,20400.0,INR,NET_BANKING,captured,2026-08-12 16:28:00,2026-08-12 16:28:00,408.0,73.44,19918.56
HO_GW5037,HO_pay_5037,HO_ORD5037,CUST_038,38800.0,INR,UPI,captured,2026-08-13 12:22:00,2026-08-13 12:22:00,776.0,139.68,37884.32
HO_GW5038,HO_pay_5038,HO_ORD5038,CUST_039,40900.0,INR,NET_BANKING,captured,2026-08-14 13:28:00,2026-08-14 13:28:00,818.0,147.24,39934.76
HO_GW5039,HO_pay_5039,HO_ORD5039,CUST_040,18600.0,INR,NET_BANKING,captured,2026-08-15 13:00:00,2026-08-15 13:00:00,372.0,66.96,18161.04
HO_GW5040,HO_pay_5040,HO_ORD5040,CUST_041,47700.0,INR,NET_BANKING,captured,2026-08-16 17:02:00,2026-08-16 17:02:00,954.0,171.72,46574.28
HO_GW5041,HO_pay_5041,HO_ORD5041,CUST_042,14800.0,INR,UPI,captured,2026-08-17 14:25:00,2026-08-17 14:25:00,296.0,53.28,14450.72
HO_GW5042,HO_pay_5042,HO_ORD5042,CUST_043,17700.0,INR,DEBIT_CARD,captured,2026-08-18 16:02:00,2026-08-18 16:02:00,354.0,63.72,17282.28
HO_GW5043,HO_pay_5043,HO_ORD5043,CUST_044,20500.0,INR,NET_BANKING,captured,2026-08-19 14:25:00,2026-08-19 14:25:00,410.0,73.8,20016.2
HO_GW5044,HO_pay_5044,HO_ORD5044,CUST_045,9600.0,INR,CREDIT_CARD,captured,2026-08-20 10:43:00,2026-08-20 10:43:00,192.0,34.56,9373.44
HO_GW5045,HO_pay_5045,HO_ORD5045,CUST_046,35200.0,INR,DEBIT_CARD,captured,2026-08-21 10:55:00,2026-08-21 10:55:00,704.0,126.72,34369.28
HO_GW5046,HO_pay_5046,HO_ORD5046,CUST_047,15500.0,INR,DEBIT_CARD,captured,2026-08-22 18:47:00,2026-08-22 18:47:00,310.0,55.8,15134.2
HO_GW5047,HO_pay_5047,HO_ORD5047,CUST_048,37800.0,INR,NET_BANKING,captured,2026-08-23 15:10:00,2026-08-23 15:10:00,756.0,136.08,36907.92
HO_GW5048,HO_pay_5048,HO_ORD5048,CUST_049,44800.0,INR,UPI,captured,2026-08-24 13:48:00,2026-08-24 13:48:00,896.0,161.28,43742.72
HO_GW5049,HO_pay_5049,HO_ORD5049,CUST_050,28200.0,INR,NET_BANKING,captured,2026-08-25 14:11:00,2026-08-25 14:11:00,564.0,101.52,27534.48
HO_GW5050,HO_pay_5050,HO_ORD5050,CUST_001,600.0,INR,CREDIT_CARD,captured,2026-08-01 16:51:00,2026-08-01 16:51:00,12.0,2.16,585.84
HO_GW5051,HO_pay_5051,HO_ORD5051,CUST_002,7300.0,INR,CREDIT_CARD,captured,2026-08-02 14:30:00,2026-08-02 14:30:00,146.0,26.28,7127.72
HO_GW5052,HO_pay_5052,HO_ORD5052,CUST_003,17700.0,INR,CREDIT_CARD,captured,2026-08-03 14:25:00,2026-08-03 14:25:00,354.0,63.72,17282.28
HO_GW5053,HO_pay_5053,HO_ORD5053,CUST_004,3300.0,INR,DEBIT_CARD,captured,2026-08-04 16:43:00,2026-08-04 16:43:00,66.0,11.88,3222.12
HO_GW5054,HO_pay_5054,HO_ORD5054,CUST_005,8600.0,INR,DEBIT_CARD,captured,2026-08-05 10:58:00,2026-08-05 10:58:00,172.0,30.96,8397.04
HO_GW5055,HO_pay_5055,HO_ORD5055,CUST_006,30400.0,INR,UPI,captured,2026-08-06 14:27:00,2026-08-06 14:27:00,608.0,109.44,29682.56
HO_GW5056,HO_pay_5056,HO_ORD5056,CUST_007,4100.0,INR,DEBIT_CARD,captured,2026-08-07 12:47:00,2026-08-07 12:47:00,82.0,14.76,4003.24
HO_GW5057,HO_pay_5057,HO_ORD5057,CUST_008,45200.0,INR,CREDIT_CARD,captured,2026-08-08 18:16:00,2026-08-08 18:16:00,904.0,162.72,44133.28
HO_GW5058,HO_pay_5058,HO_ORD5058,CUST_009,38200.0,INR,NET_BANKING,captured,2026-08-09 11:44:00,2026-08-09 11:44:00,764.0,137.52,37298.48
HO_GW5059,HO_pay_5059,HO_ORD5059,CUST_010,23200.0,INR,CREDIT_CARD,captured,2026-08-10 12:52:00,2026-08-10 12:52:00,464.0,83.52,22652.48
HO_GW5060,HO_pay_5060,HO_ORD5060,CUST_011,6700.0,INR,UPI,captured,2026-08-11 12:15:00,2026-08-11 12:15:00,134.0,24.12,6541.88
HO_GW5061,HO_pay_5061,HO_ORD5061,CUST_012,3400.0,INR,NET_BANKING,captured,2026-08-12 18:27:00,2026-08-12 18:27:00,68.0,12.24,3319.76
HO_GW5062,HO_pay_5062,HO_ORD5062,CUST_013,40100.0,INR,CREDIT_CARD,captured,2026-08-13 16:31:00,2026-08-13 16:31:00,802.0,144.36,39153.64
HO_GW5063,HO_pay_5063,HO_ORD5063,CUST_014,39600.0,INR,NET_BANKING,captured,2026-08-14 13:16:00,2026-08-14 13:16:00,792.0,142.56,38665.44
HO_GW5064,HO_pay_5064,HO_ORD5064,CUST_015,36900.0,INR,DEBIT_CARD,captured,2026-08-15 17:30:00,2026-08-15 17:30:00,738.0,132.84,36029.16
HO_GW5065,HO_pay_5065,HO_ORD5065,CUST_016,8900.0,INR,DEBIT_CARD,captured,2026-08-16 10:06:00,2026-08-16 10:06:00,178.0,32.04,8689.96
HO_GW5066,HO_pay_5066,HO_ORD5066,CUST_017,35300.0,INR,DEBIT_CARD,captured,2026-08-17 18:01:00,2026-08-17 18:01:00,706.0,127.08,34466.92
HO_GW5067,HO_pay_5067,HO_ORD5067,CUST_018,4200.0,INR,UPI,captured,2026-08-18 14:33:00,2026-08-18 14:33:00,84.0,15.12,4100.88
HO_GW5068,HO_pay_5068,HO_ORD5068,CUST_019,16100.0,INR,UPI,captured,2026-08-19 18:26:00,2026-08-19 18:26:00,322.0,57.96,15720.04
HO_GW5069,HO_pay_5069,HO_ORD5069,CUST_020,46200.0,INR,UPI,captured,2026-08-20 14:21:00,2026-08-20 14:21:00,924.0,166.32,45109.68
HO_GW5070,HO_pay_5070,HO_ORD5070,CUST_021,32000.0,INR,NET_BANKING,captured,2026-08-21 14:21:00,2026-08-21 14:21:00,640.0,115.2,31244.8
HO_GW5071,HO_pay_5071,HO_ORD5071,CUST_022,24800.0,INR,DEBIT_CARD,captured,2026-08-22 13:41:00,2026-08-22 13:41:00,496.0,89.28,24214.72
HO_GW5072,HO_pay_5072,HO_ORD5072,CUST_023,41200.0,INR,CREDIT_CARD,captured,2026-08-23 14:04:00,2026-08-23 14:04:00,824.0,148.32,40227.68
HO_GW5073,HO_pay_5073,HO_ORD5073,CUST_024,37900.0,INR,CREDIT_CARD,captured,2026-08-24 13:18:00,2026-08-24 13:18:00,758.0,136.44,37005.56
HO_GW5074,HO_pay_5074,HO_ORD5074,CUST_025,29900.0,INR,CREDIT_CARD,captured,2026-08-25 12:20:00,2026-08-25 12:20:00,598.0,107.64,29194.36
HO_GW5080_DUP,HO_pay_5080,HO_ORD5080,CUST_031,15400.0,INR,UPI,captured,2026-08-06 13:06:00,2026-08-06 13:06:00,308.0,55.44,15036.56
HO_GW5080,HO_pay_5080,HO_ORD5080,CUST_031,15400.0,INR,UPI,captured,2026-08-06 13:06:00,2026-08-06 13:06:00,308.0,55.44,15036.56
HO_GW5081_DUP,HO_pay_5081,HO_ORD5081,CUST_032,15000.0,INR,UPI,captured,2026-08-07 16:28:00,2026-08-07 16:28:00,300.0,54.0,14646.0
HO_GW5081,HO_pay_5081,HO_ORD5081,CUST_032,15000.0,INR,UPI,captured,2026-08-07 16:28:00,2026-08-07 16:28:00,300.0,54.0,14646.0
HO_GW5082_DUP,HO_pay_5082,HO_ORD5082,CUST_033,36700.0,INR,UPI,captured,2026-08-08 18:38:00,2026-08-08 18:38:00,734.0,132.12,35833.88
HO_GW5082,HO_pay_5082,HO_ORD5082,CUST_033,36700.0,INR,UPI,captured,2026-08-08 18:38:00,2026-08-08 18:38:00,734.0,132.12,35833.88
HO_GW5083_DUP,HO_pay_5083,HO_ORD5083,CUST_034,19400.0,INR,UPI,captured,2026-08-09 18:00:00,2026-08-09 18:00:00,388.0,69.84,18942.16
HO_GW5083,HO_pay_5083,HO_ORD5083,CUST_034,19400.0,INR,UPI,captured,2026-08-09 18:00:00,2026-08-09 18:00:00,388.0,69.84,18942.16
HO_GW5084_DUP,HO_pay_5084,HO_ORD5084,CUST_035,30700.0,INR,UPI,captured,2026-08-10 14:47:00,2026-08-10 14:47:00,614.0,110.52,29975.48
HO_GW5084,HO_pay_5084,HO_ORD5084,CUST_035,30700.0,INR,UPI,captured,2026-08-10 14:47:00,2026-08-10 14:47:00,614.0,110.52,29975.48
HO_GW5085,HO_pay_5085,HO_ORD5085,CUST_036,49200.0,INR,NET_BANKING,captured,2026-08-11 14:28:00,2026-08-11 14:28:00,984.0,177.12,48038.88
HO_GW5086,HO_pay_5086,HO_ORD5086,CUST_037,16400.0,INR,UPI,captured,2026-08-12 15:47:00,2026-08-12 15:47:00,328.0,59.04,16012.96
HO_GW5087,HO_pay_5087,HO_ORD5087,CUST_038,25800.0,INR,DEBIT_CARD,captured,2026-08-13 12:21:00,2026-08-13 12:21:00,516.0,92.88,25191.12
HO_GW5088,HO_pay_5088,HO_ORD5088,CUST_039,29000.0,INR,DEBIT_CARD,captured,2026-08-14 11:23:00,2026-08-14 11:23:00,580.0,104.4,28315.6
HO_GW5089,HO_pay_5089,HO_ORD5089,CUST_040,27500.0,INR,CREDIT_CARD,captured,2026-08-15 12:45:00,2026-08-15 12:45:00,550.0,99.0,26851.0
HO_GW5090,HO_pay_5090,HO_ORD5090,CUST_041,16200.0,INR,CREDIT_CARD,captured,2026-08-16 11:28:00,2026-08-16 11:28:00,324.0,58.32,15817.68
HO_GW5091,HO_pay_5091,HO_ORD5091,CUST_042,43000.0,INR,UPI,captured,2026-08-17 11:32:00,2026-08-17 11:32:00,860.0,154.8,41985.2
HO_GW5092,HO_pay_5092,HO_ORD5092,CUST_043,15900.0,INR,CREDIT_CARD,captured,2026-08-18 17:30:00,2026-08-18 17:30:00,318.0,57.24,15524.76
HO_GW5093,HO_pay_5093,HO_ORD5093,CUST_044,26700.0,INR,NET_BANKING,captured,2026-08-19 11:20:00,2026-08-19 11:20:00,534.0,96.12,26069.88
HO_GW5094,HO_pay_5094,HO_ORD5094,CUST_045,32600.0,INR,CREDIT_CARD,captured,2026-08-20 17:52:00,2026-08-20 17:52:00,652.0,117.36,31830.64
HO_GW5095,HO_pay_5095,HO_ORD5095,CUST_046,27120.0,INR,CREDIT_CARD,captured,2026-08-21 14:20:00,2026-08-21 14:20:00,542.4,97.63,26479.97
HO_GW5096,HO_pay_5096,HO_ORD5096,CUST_047,3060.0,INR,NET_BANKING,captured,2026-08-22 13:35:00,2026-08-22 13:35:00,61.2,11.02,2987.78
HO_GW5097,HO_pay_5097,HO_ORD5097,CUST_048,10380.0,INR,CREDIT_CARD,captured,2026-08-23 11:17:00,2026-08-23 11:17:00,207.6,37.37,10135.03
HO_GW5098,HO_pay_5098,HO_ORD5098,CUST_049,17760.0,INR,UPI,captured,2026-08-24 10:36:00,2026-08-24 10:36:00,355.2,63.94,17340.86
HO_GW5099,HO_pay_5099,HO_ORD5099,CUST_050,36700.0,INR,CREDIT_CARD,failed,2026-08-25 18:04:00,,0.0,0.0,0.0
HO_GW5100,HO_pay_5100,HO_ORD5100,CUST_001,34700.0,INR,CREDIT_CARD,failed,2026-08-01 13:32:00,,0.0,0.0,0.0
HO_GW5101,HO_pay_5101,HO_ORD5101,CUST_002,9100.0,INR,DEBIT_CARD,failed,2026-08-02 12:42:00,,0.0,0.0,0.0
